Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%,
1,CORMIER, PATRICE,Winnipeg,F(C),2,8.98333,0,0,0,0,0,2.1014,2.2815,47.95,-2.1014,-2.2815,-47.95,-0.5405,-3.7832,-12.5,2.1462,2.5189,46.01,6,1,0,100,100,8.0675,92.0252,-8.0675,7.9748,-2.0408,14,7.955,91.2474,11,3,73.469,20.037,78.57,24.4488,-33.4691,30.76,18.883,-27.5233,25.13,50.1111,56.3417,47.07,0,100,100,4.2867,95.736,-4.2867,4.264,-0.9901,7.9545,4.2828,95.5293,7.4861,0,0,9.8214,3.2967,10.4167,3.4483,8.8235,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6.679,13.3581,0,0,0,0,9,3,1,5,33.3333,11.1111,55.5556
2,RODRIGUES, EVAN,Buffalo,F(C),2,23.5,2,0,5.106,0,100,2.3989,2.8335,45.85,2.7075,-2.8335,54.15,3.2931,-4.231,70,2.5352,2.7635,47.85,18,6,11.1111,100,111.1111,8.6248,90.1099,2.4863,9.8901,4.1344,14.5833,9.1309,90.3443,34,12,86.809,30.638,73.91,36.6172,-23.4636,25.79,33.6185,-23.7606,24.47,52.0054,53.5589,49.26,5.8824,100,105.8824,4.7795,94.7626,1.1029,5.2374,2.4733,7.7778,4.8749,94.8402,19.142,40,0,27.8689,11.7647,26.8293,22.5806,5.5556,1,1,0,2,1,8,12,12.5,8.33333333333,2.5532,2.5532,0,5.1064,2.5532,20.4255,30.6383,50,50,100,50,20,2,7,11,10,35,55
3,DOWD, NIC,Los Angeles,F(C),5,52.8833,2,1,2.269,1.135,66.67,2.4298,2.2533,51.89,-0.1607,-1.1187,14.78,-0.4017,-2.2646,22.67,2.1658,2.4956,46.46,25,20,8,95,103,8.1048,92.1091,-0.1048,2.8909,0.2535,8.5922,8.0564,91.2572,69,27,78.286,30.633,71.88,19.775,-22.3389,19.39,11.5155,-17.1982,13.61,50.3822,55.3041,47.67,2.8986,96.2963,99.1949,4.1528,95.7463,-1.2543,0.5499,-1.1014,3.4029,4.2988,95.4874,17.6278,15.3846,6.6667,20.0581,12.0536,15.0442,7.7922,13.4831,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3.4037,9.0766,0,0,0,0,35,12,6,17,34.2857,17.1429,48.5714
4,SGARBOSSA, MICHAEL,Anaheim,F(C),1,8.35,0,0,0,0,0,2.7072,2.125,56.02,-2.7072,-2.125,-56.02,-5.8083,-3.485,-62.5,2.283,2.6676,46.12,4,2,0,100,100,8.9854,91.9032,-8.9854,8.0968,-18.5185,10,8.3574,91.4801,10,4,71.856,28.743,71.43,15.1333,-22.0515,18.67,23.0664,-32.8257,27.22,50.367,59.9249,45.67,0,100,100,4.7726,95.8165,-4.7726,4.1835,-11.9048,5.6604,4.5327,95.5485,13.9167,0,0,19.2308,7.0175,5.2632,0,17.6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,75,0,25
5,WELSH, JEREMY,St. Louis,F(C),2,16.6167,0,0,0,0,0,2.0337,2.4254,45.61,-2.0337,-2.4254,-45.61,-2.768,-2.2144,-55.56,2.4165,2.6326,47.86,9,4,0,100,100,7.8873,91.4883,-7.8873,8.5117,-10.4167,8.3333,8.319,90.9612,17,7,61.384,25.276,70.83,12.8124,-27.7978,23.05,17.6505,-25.6545,24.63,53.0489,53.8438,49.63,0,100,100,4.187,95.4301,-4.187,4.5699,-6.3291,4.3478,4.5552,95.1107,13.2933,0,0,17.7083,7.0707,12.1951,22.2222,15.7895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6108,0,0,0,0,19,6,8,5,31.5789,42.1053,26.3158
6,POIRIER, EMILE,Calgary,F(RW),2,27.7833,0,1,0,2.16,0,2.5544,3.1053,45.13,-2.5544,-0.9457,-45.13,-5.2051,-3.6962,-47.06,2.4453,2.3724,50.76,15,6,0,83.3333,83.3333,8.7666,88.8721,-8.7666,-5.5388,-25,3.3333,8.4053,91.4727,32,15,69.106,32.394,68.09,14.1666,-23.957,18.72,17.0548,-27.4655,21.57,55.2988,53.0421,51.04,0,93.3333,93.3333,4.6495,94.4894,-4.6495,-1.1561,-10,3.1159,4.422,95.5273,23.1528,0,10,28.5714,14.0187,35.7143,12.8205,21.7391,0,0,0,0,0,3,8,0,0,0,0,0,0,0,6.4787,17.2765,0,0,0,0,30,10,5,15,33.3333,16.6667,50
7,BROWN, CHRIS,Washington,F(RW),1,7.68333,0,0,0,0,0,2.3522,2.2943,50.62,-2.3522,-2.2943,-50.62,-1.1469,-4.5874,-20,2.2778,2.0593,52.52,3,1,0,100,100,8.7083,91.9492,-8.7083,8.0508,-5.5556,16,8.5525,92.8633,6,3,46.855,23.427,66.67,-5.6663,-32.2438,18.12,-9.3416,-31.622,16.15,45.8438,51.6323,47.03,0,100,100,4.4786,95.8788,-4.4786,4.1212,-2.0408,8.3333,4.9687,96.0116,12.8056,0,0,10.9091,5.8824,0,9.5238,23.8095,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7.8091,15.6182,0,0,0,0,7,5,2,0,71.4286,28.5714,0
8,BOYES, BRAD,Toronto,F(RW),60,718.217,38,32,3.175,2.673,54.29,2.0905,2.8359,42.44,1.084,-0.1626,11.85,1.1065,-0.3162,13.4,2.467,2.5107,49.56,450,284,8.4444,88.7324,97.1768,7.2374,90.8003,1.207,-2.0679,1.3217,-1.8725,8.5482,91.3295,904,490,75.52,40.935,64.85,17.806,-15.1961,14.15,18.7207,-16.7454,15.23,53.8142,54.0645,49.88,4.2035,93.4694,97.6729,3.6222,94.9478,0.5813,-1.4784,0.5626,-1.3478,4.5843,95.356,19.6852,27.3381,17.9775,24.5786,14.8171,24.0299,13.8932,16.4557,8,16,9,24,17,85,169,9.41176470588,4.73372781065,0.6683,1.3366,0.7519,2.005,1.4202,7.1009,14.1183,21.05,42.11,63.16,44.74,694,195,177,322,28.098,25.5043,46.3977
9,WITKOWSKI, LUKE,Tampa Bay,D,4,28.5167,0,0,0,0,0,2.5577,2.2845,52.82,-2.5577,-2.2845,-52.82,-2.7716,-1.3858,-66.67,2.4477,2.4437,50.04,14,11,0,100,100,8.9719,91.4109,-8.9719,8.5891,-10.2041,5.0505,8.7316,91.6305,34,19,71.537,39.977,64.15,17.6078,-10.2613,12.38,18.8772,-9.6346,12.66,53.3277,55.4873,49.01,0,100,100,4.7427,95.4526,-4.7427,4.5474,-5.2632,2.7933,4.59,95.5959,11.6395,0,0,15.1786,9.596,13.9535,6.5789,13.1579,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2.104,8.4161,0,0,0,0,27,10,5,12,37.037,18.5185,44.4444
10,ARCOBELLO, MARK,Toronto,F(RW),20,253.55,13,11,3.076,2.603,54.17,2.4292,2.7182,47.19,0.6471,-0.1152,6.97,0.8932,-0.6404,13.94,2.4277,2.5013,49.25,172,121,7.5581,90.9091,98.4672,7.9459,90.5954,-0.3878,0.3137,0.3713,1.4782,8.3273,91.3304,330,188,78.091,44.488,63.71,15.8832,-7.8601,9.4,18.8354,-9.6527,11.45,54.5005,53.878,50.29,3.9394,94.1489,98.0883,3.9049,94.8075,0.0344,-0.6586,0.2552,0.1397,4.4545,95.3575,20.86,27.0833,17.4603,25.7812,17.803,32.8512,15.3302,17.7778,3,1,0,4,3,43,70,6.97674418605,4.28571428571,0.7099,0.2366,0,0.9466,0.7099,10.1755,16.5648,23.08,7.69,30.77,23.08,296,72,65,159,24.3243,21.9595,53.7162
11,THORNTON, JOE,San Jose,F(C),82,1505,123,52,4.904,2.073,70.29,2.0858,2.7078,43.51,2.8179,-0.6347,26.77,2.9321,-0.573,27.59,2.7084,2.5406,51.6,982,536,12.5255,90.2985,102.824,8.0731,90.9551,4.4524,-0.6566,4.8019,-0.6429,8.9659,91.0911,1841,1049,73.395,41.821,63.7,23.7701,-17.7088,18.24,24.538,-15.4938,17.69,56.586,53.3556,51.47,6.6812,95.0429,101.7241,4.2031,95.4513,2.4781,-0.4084,2.6458,-0.3403,4.7863,95.2383,30.2556,51.8987,25.3659,39.4556,24.0431,49.6839,23.9544,29.3229,19,62,33,81,52,120,209,15.8333333333,9.09090909091,0.7575,2.4718,1.3156,3.2292,2.0731,4.7841,8.3322,15.45,50.41,65.85,42.28,1649,485,378,786,29.4118,22.923,47.6653
12,TANGRADI, ERIC,Detroit,F(LW),1,6.91667,0,0,0,0,0,2.0081,2.6574,43.04,-2.0081,-2.6574,-43.04,-4.5212,-2.2606,-66.67,2.7682,2.5043,52.5,3,1,0,100,100,8.0116,91.3979,-8.0116,8.6021,-17.3913,7.1429,9.6079,91.5227,7,4,60.723,34.699,63.64,14.7497,-19.7754,17.87,15.511,-26.3373,21.08,55.1879,55.5113,49.85,0,100,100,4.3681,95.1217,-4.3681,4.8783,-10,3.7037,5.0159,95.4887,11.5278,0,0,14.8936,6.8966,9.0909,9.5238,14.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,40,40,20
13,PERREAULT, MATHIEU,Winnipeg,F(C),71,1174.98,67,53,3.421,2.706,55.83,2.5823,2.8278,47.73,0.839,-0.1214,8.1,1.3263,-0.3304,15.01,2.7213,2.5263,51.86,713,444,9.3969,88.0631,97.46,8.8919,90.5195,0.505,-2.4565,1.5326,-2.4417,8.9958,91.0939,1412,807,72.103,41.209,63.63,18.9321,-13.5471,14.37,23.2072,-16.4896,17.76,56.5289,53.2679,51.49,4.745,93.4325,98.1775,4.8566,94.8357,-0.1116,-1.4032,0.4605,-1.3044,4.8139,95.2573,27.3461,38.0682,25.1185,35.6926,21.1867,34.2197,17.8468,25.1952,9,33,14,42,23,133,258,6.76691729323,3.48837209302,0.4596,1.6851,0.7149,2.1447,1.1745,6.7916,13.1747,13.43,49.25,62.69,34.33,1091,355,247,489,32.539,22.6398,44.8213
14,DATSYUK, PAVEL,Detroit,F(C),66,1297.23,73,41,3.376,1.896,64.04,2.3524,2.7864,45.78,1.024,-0.89,18.26,1.1536,-1.1408,21.78,2.8159,2.5013,52.96,815,478,8.9571,91.4226,100.3797,8.5281,90.9727,0.4289,0.4499,0.5684,0.953,9.2264,91.1518,1470,841,67.991,38.898,63.61,16.8106,-13.9615,14.42,19.418,-16.1892,16.75,56.9774,52.7823,51.91,4.966,95.1248,100.0908,4.5963,94.7287,0.3697,0.3961,0.3896,0.6382,4.9422,95.2611,32.2418,41.954,22.905,39.9782,25.1495,41.6961,22.8896,31.8408,16,32,15,48,31,181,323,8.83977900552,4.95356037152,0.74,1.4801,0.6938,2.2201,1.4338,8.3717,14.9395,21.92,43.84,65.75,42.47,1256,384,282,590,30.5732,22.4522,46.9745
15,LUCIC, MILAN,Los Angeles,F(LW),81,1396.2,97,46,4.168,1.977,67.83,2.4704,2.4073,50.65,1.698,-0.4306,17.19,2.0915,-0.4747,21.97,2.748,2.559,51.78,854,535,11.3583,91.4019,102.7602,7.9913,91.6185,3.367,-0.2166,4.3307,-0.0673,9.0715,90.9534,1743,1002,74.903,43.06,63.5,15.8558,-10.5194,11.07,18.3817,-10.3464,12.08,56.7441,52.9833,51.71,5.5651,95.4092,100.9743,4.1838,95.5069,1.3813,-0.0977,1.8904,-0.0005,4.8428,95.1702,28.3751,44.2922,24.2105,34.4262,24.2087,33.9065,21.9375,31.8578,20,34,24,54,44,124,269,16.1290322581,7.43494423792,0.8595,1.4611,1.0314,2.3206,1.8908,5.3287,11.5599,20.62,35.05,55.67,45.36,1457,475,351,631,32.6012,24.0906,43.3082
16,PULKKINEN, TEEMU,Detroit,F(LW),36,416.417,15,9,2.161,1.297,62.5,2.625,2.5974,50.26,-0.4637,-1.3006,12.24,-0.0853,-1.1845,14.98,2.5278,2.5639,49.65,240,140,6.25,93.5714,99.8214,8.9417,91.2437,-2.6917,2.3277,-1.774,1.7663,8.5937,91.058,458,268,65.992,38.615,63.09,12.199,-11.962,11.55,16.2654,-13.5923,14.3,55.9327,53.4996,51.11,3.2751,96.6418,99.9169,4.8799,94.8645,-1.6048,1.7773,-1.2428,1.3945,4.5194,95.2076,18.8781,18.2927,10.8434,23.5961,14.6849,25.8106,10.994,16.9925,6,6,3,12,9,65,135,9.23076923077,4.44444444444,0.8645,0.8645,0.4323,1.729,1.2968,9.3656,19.4517,40,40,80,60,385,113,73,199,29.3506,18.961,51.6883
17,TATAR, TOMAS,Detroit,F(C),81,1162.45,67,41,3.458,2.116,62.04,2.3728,2.6561,47.18,1.0854,-0.5399,14.85,1.2144,-0.6846,17.56,2.6391,2.5145,51.21,680,449,9.8529,90.8686,100.7215,8.0805,91.1127,1.7724,-0.2441,1.6648,-0.1929,8.849,91.1819,1248,737,64.416,38.04,62.87,10.6966,-13.9535,12.06,14.1918,-17.2123,15.26,55.9984,53.1339,51.31,5.3686,94.4369,99.8055,4.417,94.8916,0.9516,-0.4547,0.9009,-0.494,4.7129,95.2676,23.5659,32.2115,18.894,28.3379,17.5101,29.5266,15.1948,21.7769,21,24,10,45,31,166,286,12.6506024096,7.34265734266,1.0839,1.2388,0.5162,2.3227,1.6001,8.5681,14.7619,31.34,35.82,67.16,46.27,1059,326,234,499,30.7838,22.0963,47.1199
18,HORNQVIST, PATRIC,Pittsburgh,F(RW),82,1381.87,89,43,3.864,1.867,67.42,2.6634,2.5598,50.99,1.2009,-0.6927,16.43,1.333,-0.6976,17.75,2.7647,2.5083,52.43,925,556,9.6216,92.2662,101.8878,8.3993,91.6378,1.2224,0.6284,1.1631,0.4708,9.1232,91.1384,1681,1002,72.988,43.506,62.65,16.79,-11.9442,12.32,20.53,-12.8321,14.44,56.8236,52.7926,51.84,5.2945,95.7086,101.0031,4.7394,95.3837,0.5551,0.3249,0.4691,0.2607,4.8654,95.2487,27.722,36.9295,21.8274,34.7961,22.8506,40.6977,22.2807,30.1875,22,29,15,51,37,257,392,8.56031128405,5.61224489796,0.9552,1.2592,0.6513,2.2144,1.6065,11.1588,17.0205,24.72,32.58,57.3,41.57,1615,499,381,735,30.8978,23.5913,45.5108
19,RIBEIRO, MIKE,Nashville,F(C),81,1412.77,86,49,3.652,2.081,63.7,2.4221,2.7264,47.04,1.2303,-0.6454,16.66,1.3421,-0.6571,17.94,2.6442,2.5263,51.14,872,575,9.8624,91.4783,101.3407,8.2666,90.1787,1.5958,1.2995,1.4459,1.2284,8.8682,91.1354,1605,976,68.164,41.451,62.19,13.3944,-12.5673,11.84,17.6968,-13.7229,14.41,55.921,53.3048,51.2,5.3583,94.9795,100.3378,4.4223,94.9527,0.936,0.0268,0.7804,-0.0577,4.7284,95.2607,28.7218,38.914,23.445,35.2437,23.2381,41.8289,5.7944,25.7919,7,43,19,50,26,76,123,9.21052631579,5.69105691057,0.2973,1.8262,0.8069,2.1235,1.1042,3.2277,5.2238,8.14,50,58.14,30.23,1201,399,93,709,33.2223,7.7435,59.0341
20,POTTER, COREY,Nashville,D,1,14.7333,0,0,0,0,0,2.4502,2.3791,50.74,-2.4502,-2.3791,-50.74,-2.651,-3.9764,-40,2.7249,2.5596,51.56,7,8,0,100,100,8.4979,91.3523,-8.4979,8.6477,-8.6957,18.75,9.277,90.8116,18,11,73.303,44.796,62.07,20.6339,-8.5035,12.37,13.6566,-30.7559,17.95,58.0453,55.5156,51.11,0,100,100,4.6521,95.5363,-4.6521,4.4637,-4.4444,5.2632,4.6944,95.3894,24.5556,0,0,28.5714,16.1765,21.0526,10.5263,12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0724,0,0,0,0,8,2,2,4,25,25,50
21,NYQUIST, GUSTAV,Detroit,F(C),82,1244.25,67,47,3.231,2.266,58.77,2.5107,2.6876,48.3,0.7202,-0.4212,10.47,0.958,-0.4867,13.55,2.6057,2.533,50.71,716,490,9.3575,90.4082,99.7657,8.6055,91.1379,0.7521,-0.7298,1.0825,-0.7623,8.8149,91.1635,1320,809,63.653,39.011,62,10.3432,-13.6234,11.68,13.4249,-15.8903,14.22,55.4801,53.4513,50.93,5.0758,94.1904,99.2662,4.7096,94.8938,0.3662,-0.7035,0.5506,-0.7951,4.6967,95.2612,24.9211,32.0574,21.4612,29.6097,19.0847,32.2242,16.441,25.4605,18,25,16,43,34,162,263,11.1111111111,6.84410646388,0.868,1.2055,0.7715,2.0735,1.6395,7.8119,12.6823,26.87,37.31,64.18,50.75,1194,387,255,552,32.4121,21.3568,46.2312
22,NYLANDER, WILLIAM,Toronto,F(C),22,359.433,15,11,2.504,1.836,57.69,2.3075,2.8725,44.55,0.1964,-1.0363,13.15,0.2865,-1.4899,17.69,2.6742,2.4377,52.31,192,150,7.8125,92.6667,100.4792,7.5194,89.9536,0.2931,2.713,-0.2412,3.4236,9.0157,91.4888,424,260,70.778,43.402,61.99,8.0185,-8.5436,7.27,15.4039,-14.3132,13.02,54.6798,52.7034,50.92,3.5377,95.7692,99.3069,3.6767,94.4702,-0.139,1.2991,-0.4667,1.5323,4.8906,95.3747,26.9535,29.4118,16.9231,32.0484,21.721,37.2043,18.2222,22.871,6,7,5,13,11,43,99,13.9534883721,6.06060606061,1.0016,1.1685,0.8346,2.1701,1.8362,7.178,16.526,40,46.67,86.67,73.33,349,94,82,173,26.9341,23.4957,49.5702
23,BROWN, CONNOR,Toronto,F(RW),7,104.8,9,8,5.153,4.58,52.94,2.4279,2.7239,47.13,2.7248,1.8562,5.81,2.6834,2.3008,0.94,2.6669,2.3922,52.71,58,49,15.5172,83.6735,99.1907,7.94,90.4047,7.5773,-6.7313,6.6737,-8.4318,8.9016,91.3872,119,73,68.13,41.794,61.98,5.9029,-10.7282,7.75,9.4372,-13.2897,10.39,54.7862,52.016,51.3,7.563,89.0411,96.6041,3.9017,94.8138,3.6613,-5.7727,3.3559,-6.821,4.8678,95.401,24.9118,40.9091,40,27.8037,20.1102,33.5443,15.8621,25.8333,1,5,3,6,4,11,20,9.09090909091,5,0.5725,2.8626,1.7176,3.4351,2.2901,6.2977,11.4504,11.11,55.56,66.67,44.44,107,31,23,53,28.972,21.4953,49.5327
